owner_source,owner_locator,owner_id,owner_requirement,scope,cm_cluster,current_owning_module,current_ui_component,read_path,write_action_path,canonical_producer,api_service,persistence_evidence,authorization_capability,test_evidence,current_result,qualification
overall flow 8(3).docx,"Table 15, row 6 / B05",B05,Represent Advance Payment/prepayment separately and accurately,DIRECT,CM09 Advance / pre-start commercial gate,Contract,Mobilization,GET .../{id}/start-prerequisites; .../readiness-states,POST .../activate-project after readiness,Contract readiness/prerequisite projection,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ / PROJECT_ACTIVATE,test_admin_contract_owner_session.py; test_contract_mobilization_gap_closure.py,FAIL,Current gate is configurable/readiness-based; exact Contract-derived advance/start prerequisite chain is not complete.
overall flow 8(3).docx,"Table 17, row 8 / D07",D07,"Evidence remains versioned, source-linked and non-destructively historized",DIRECT,CM15 Human/AI protected form authority,Contract,FormsAndAuthorizations / Intelligence,GET /api/admin/contracts/{id}; GET /api/admin/forms,Content Library owns governed Form mutations,Master Content / Forms projection,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ + Content Library policy,test_source15_current_contract_controls.py; test_admin_contract_owner_session.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 8(3).docx,"Table 17, row 9 / D08",D08,Project history must be reconstructible from governed evidence rather than one employee's memory,DIRECT,CM08 Operations handoff / contract operational monitoring,Contract + owning module,Operations,GET /api/admin/contracts/{id}/operations,Contract projection only; no complete alert/send mutation,Contract operations read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ,test_contract_operational_contacts.py; browser owner hardening,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 8(3).docx,"Table 18, row 2 / E01",E01,Every project has an explicit primary operational follow-up contact,DIRECT,CM17 Operational roles / contacts,Contract,ContactRouting / Operations,GET /api/admin/contracts/{id}/operations,POST .../operational-contact-routing; .../missing-document-follow-up,ContactPoint + WorkflowTask,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_contract_operational_contacts.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 8(3).docx,"Table 18, row 3 / E02",E02,Their telephone number is immediately available,DIRECT,CM17 Operational roles / contacts,Contract,ContactRouting / Operations,GET /api/admin/contracts/{id}/operations,POST .../operational-contact-routing; .../missing-document-follow-up,ContactPoint + WorkflowTask,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_contract_operational_contacts.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 8(3).docx,"Table 18, row 4 / E03",E03,Contact person is not silently equated with owner/client,DIRECT,CM17 Operational roles / contacts,Contract,ContactRouting / Operations,GET /api/admin/contracts/{id}/operations,POST .../operational-contact-routing; .../missing-document-follow-up,ContactPoint + WorkflowTask,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_contract_operational_contacts.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 8(3).docx,"Table 18, row 5 / E04",E04,Generate/provide proactive client updates at every meaningful authority-stage change,DIRECT,CM17 Operational roles / contacts / communications,Contract,ContactRouting / Operations,GET /api/admin/contracts/{id}/operations,POST .../operational-contact-routing; .../missing-document-follow-up,ContactPoint + WorkflowTask,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_contract_operational_contacts.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 8(3).docx,"Table 18, row 6 / E05",E05,Client update should plainly state where the transaction currently is,DIRECT,CM17 Operational roles / contacts / communications,Contract,ContactRouting / Operations,GET /api/admin/contracts/{id}/operations,POST .../operational-contact-routing; .../missing-document-follow-up,ContactPoint + WorkflowTask,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_contract_operational_contacts.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 8(3).docx,"Table 18, row 7 / E06",E06,Requests for missing documents/reports go to the correct operational contact,BOUNDARY,CM11 Client document collection / minimum Design handoff readiness,Contract,ContractSourceIntake / MissingDocumentFollowup,GET /api/admin/contracts/{id},POST .../documents/upload; POST .../missing-document-follow-up,DocumentVersion + readiness/work task,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_admin_contract_owner_session.py; test_handover_final_closure_bridge.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 8(3).docx,"Table 18, row 8 / E07",E07,Calls/messages/follow-ups are recorded against the project/case,DIRECT,CM08 Operations / delay / exception control,Contract + owning module,Operations,GET /api/admin/contracts/{id}/operations,Contract projection only; no complete alert/send mutation,Contract operations read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ,test_contract_operational_contacts.py; browser owner hardening,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 8(3).docx,"Table 18, row 9 / E08",E08,Follow-up work can be assigned to Safaa/Manar/etc. without creating those employees as new global personas,DIRECT,CM17 Operational roles / contacts,Contract,ContactRouting / Operations,GET /api/admin/contracts/{id}/operations,POST .../operational-contact-routing; .../missing-document-follow-up,ContactPoint + WorkflowTask,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_EDIT,test_contract_operational_contacts.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 8(3).docx,"Table 18, row 10 / E09",E09,"System may prepare stage-update communications, but a human controls external send",DIRECT,CM15 Authorization/forms / AI assist boundary,Contract,FormsAndAuthorizations / Intelligence,GET /api/admin/contracts/{id}; GET /api/admin/forms,Content Library owns governed Form mutations,Master Content / Forms projection,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ + Content Library policy,test_source15_current_contract_controls.py; test_admin_contract_owner_session.py,PASS,"Current exact-head Contract service/read model, capability enforcement, persistence/readback, and focused regression evidence cover this row."
overall flow 8(3).docx,"Table 19, row 2 / F01",F01,Regulatory/technical milestone can establish an evidenced final invoice due condition,BOUNDARY,CM13 Contract→Finance context / invoice trigger,Contract + owning module,Operations & Billing,GET .../{id}/billing-context,Navigation/deep link to Billing; Contract does not mutate invoices/payments,Billing read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ (Billing owns mutation),test_admin_contract_owner_session.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 8(3).docx,"Table 19, row 4 / F03",F03,Invoice due ≠ issued ≠ delivered ≠ acknowledged ≠ paid ≠ settled ≠ remaining balance,BOUNDARY,CM13 Contract→Finance context / invoice trigger,Contract + owning module,Operations & Billing,GET .../{id}/billing-context,Navigation/deep link to Billing; Contract does not mutate invoices/payments,Billing read model,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ (Billing owns mutation),test_admin_contract_owner_session.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
overall flow 8(3).docx,"Table 20, row 2 / G01",G01,Project/property has structured geographic context,BOUNDARY,CM18 Project identity / location context,Contract + owning module,Overview / Sources,GET .../{id}/project-context,Owning Project/Client services,canonical Client/Project/Contract,contract_workspace.py + contract_workspace_routers.py,canonical readback / append-only audit / owning-domain record,CONTRACT_READ,test_admin_contract_owner_session.py,CROSS_MODULE_PASS,Contract exposes the owning module projection/deep link and does not duplicate that module's canonical state machine.
